mgmtID,name,market,state
26831,FPI Management,Los Angeles,CA
28175,LINC Housing Corporation,Los Angeles,CA
28161,ACP - American California Property Management Company,Los Angeles,CA
24736,Privately Owned and Managed,Los Angeles,CA
28142,Fusion Property Management,Los Angeles,CA
26791,Sares-Regis Group,Los Angeles,CA
24984,Alliance Residential,Los Angeles,CA
24179,IMT Residential,Los Angeles,CA
28135,Garden Communities of California,Los Angeles,CA
26937,Cannon Management,Los Angeles,CA
28112,Berglas & Garfield,Los Angeles,CA
28081,Moss & Company,Los Angeles,CA
24736,Privately Owned and Managed,Los Angeles,CA
25578,Barron Management  LLC,Los Angeles,CA
26831,FPI Management,Los Angeles,CA
26202,Pacifica SD Management,Los Angeles,CA
28664,Hanes Properties LLC,Los Angeles,CA
25707,Steadfast Companies,Los Angeles,CA
28111,Hunt Enterprises,Los Angeles,CA
24736,Privately Owned and Managed,Los Angeles,CA
24736,Privately Owned and Managed,Los Angeles,CA
28112,Berglas & Garfield,Los Angeles,CA
24736,Privately Owned and Managed,Los Angeles,CA
29075,Deels Properties,Los Angeles,CA
24736,Privately Owned and Managed,Los Angeles,CA
24736,Privately Owned and Managed,Los Angeles,CA
24736,Privately Owned and Managed,Los Angeles,CA
24736,Privately Owned and Managed,Los Angeles,CA
25252,Alpha Property Management,Los Angeles,CA
24136,Greystar,Los Angeles,CA
28092,Decron Properties Corp.,Los Angeles,CA
28204,Yale Management Services,Los Angeles,CA
24736,Privately Owned and Managed,Los Angeles,CA
28100,Goldrich & Kest Inc.,Los Angeles,CA
28100,Goldrich & Kest Inc.,Los Angeles,CA
28204,Yale Management Services,Los Angeles,CA
28100,Goldrich & Kest Inc.,Los Angeles,CA
24736,Privately Owned and Managed,Los Angeles,CA
28100,Goldrich & Kest Inc.,Los Angeles,CA
24736,Privately Owned and Managed,Los Angeles,CA
26937,Cannon Management,Los Angeles,CA
28212,Ludecke Property Management,Los Angeles,CA
28123,Miracle Mile Properties  Inc.,Los Angeles,CA
24736,Privately Owned and Managed,Los Angeles,CA
28213,JRC Property Management,Los Angeles,CA
24736,Privately Owned and Managed,Los Angeles,CA
24736,Privately Owned and Managed,Los Angeles,CA
24736,Privately Owned and Managed,Los Angeles,CA
28269,Mashcole Property Management,Los Angeles,CA
28272,Pike Properties,Los Angeles,CA
24736,Privately Owned and Managed,Los Angeles,CA
28147,Polaris Property Management aka MWest Holdings LLC,Los Angeles,CA
29077,Don Wilson Builders,Los Angeles,CA
28093,Gardner Management Limited,Los Angeles,CA
27305,Western National Property Management AKA Western National Group,Los Angeles,CA
28181,Bayco Financial Corporation,Los Angeles,CA
24955,RCMI Group,Los Angeles,CA
28273,Pinnacle Property Management,Los Angeles,CA
28207,Coastline Real Estate Advisors,Los Angeles,CA
28926,South Bay Management Services,Los Angeles,CA
28207,Coastline Real Estate Advisors,Los Angeles,CA
26106,Cirrus Asset Management,Los Angeles,CA
28233,Real Estate Connection,Los Angeles,CA
28213,JRC Property Management,Los Angeles,CA
25654,Beach Front Property Management (BFP Management),Los Angeles,CA
24736,Privately Owned and Managed,Los Angeles,CA
28081,Moss & Company,Los Angeles,CA
28111,Hunt Enterprises,Los Angeles,CA
24736,Privately Owned and Managed,Los Angeles,CA
24736,Privately Owned and Managed,Los Angeles,CA
24736,Privately Owned and Managed,Los Angeles,CA
28143,Mabry Management Company Inc.,Los Angeles,CA
24736,Privately Owned and Managed,Los Angeles,CA
25654,Beach Front Property Management (BFP Management),Los Angeles,CA
24736,Privately Owned and Managed,Los Angeles,CA
24736,Privately Owned and Managed,Los Angeles,CA
28929,Re Pro Management Inc,Los Angeles,CA
28214,Pellegrino apartments,Los Angeles,CA
28215,Venture Property Management,Los Angeles,CA
28181,Bayco Financial Corporation,Los Angeles,CA
24736,Privately Owned and Managed,Los Angeles,CA
29077,Don Wilson Builders,Los Angeles,CA
25654,Beach Front Property Management (BFP Management),Los Angeles,CA
28233,Real Estate Connection,Los Angeles,CA
28123,Miracle Mile Properties  Inc.,Los Angeles,CA
24736,Privately Owned and Managed,Los Angeles,CA
28181,Bayco Financial Corporation,Los Angeles,CA
28181,Bayco Financial Corporation,Los Angeles,CA
28144,Crystal Property Management  Inc.,Los Angeles,CA
28143,Mabry Management Company Inc.,Los Angeles,CA
27885,JV Property Management & Brokerage  Inc.,Los Angeles,CA
27885,JV Property Management & Brokerage  Inc.,Los Angeles,CA
28181,Bayco Financial Corporation,Los Angeles,CA
28181,Bayco Financial Corporation,Los Angeles,CA
24832,AMC (Apartment Management Consultants),Los Angeles,CA
26791,Sares-Regis Group,Los Angeles,CA
24751,Sentinel Real Estate Corp,Los Angeles,CA
24136,Greystar,Los Angeles,CA
24486,Equity Residential,Los Angeles,CA
24486,Equity Residential,Los Angeles,CA
24136,Greystar,Los Angeles,CA
27918,Essex Property Trust AKA Essex Apartment Homes,Los Angeles,CA
27918,Essex Property Trust AKA Essex Apartment Homes,Los Angeles,CA
24984,Alliance Residential,Los Angeles,CA
24736,Privately Owned and Managed,Los Angeles,CA
27918,Essex Property Trust AKA Essex Apartment Homes,Los Angeles,CA
26831,FPI Management,Los Angeles,CA
28102,Jones & Jones Management Group,Los Angeles,CA
27918,Essex Property Trust AKA Essex Apartment Homes,Los Angeles,CA
28081,Moss & Company,Los Angeles,CA
28110,Global Integrity Realty,Los Angeles,CA
24736,Privately Owned and Managed,Los Angeles,CA
28092,Decron Properties Corp.,Los Angeles,CA
26964,Anza Management Company,Los Angeles,CA
24736,Privately Owned and Managed,Los Angeles,CA
28321,Empire West Property Management  Inc.,Los Angeles,CA
24736,Privately Owned and Managed,Los Angeles,CA
28135,Garden Communities of California,Los Angeles,CA
24736,Privately Owned and Managed,Los Angeles,CA
24179,IMT Residential,Los Angeles,CA
26964,Anza Management Company,Los Angeles,CA
28110,Global Integrity Realty,Los Angeles,CA
28110,Global Integrity Realty,Los Angeles,CA
28081,Moss & Company,Los Angeles,CA
26964,Anza Management Company,Los Angeles,CA
26964,Anza Management Company,Los Angeles,CA
28123,Miracle Mile Properties  Inc.,Los Angeles,CA
26964,Anza Management Company,Los Angeles,CA
28159,Carlo Inc.,Los Angeles,CA
24736,Privately Owned and Managed,Los Angeles,CA
24736,Privately Owned and Managed,Los Angeles,CA
28210,LBPM,Los Angeles,CA
24736,Privately Owned and Managed,Los Angeles,CA
28216,KLS Financial,Los Angeles,CA
28204,Yale Management Services,Los Angeles,CA
24736,Privately Owned and Managed,Los Angeles,CA
28081,Moss & Company,Los Angeles,CA
28158,WSH Management,Los Angeles,CA
24736,Privately Owned and Managed,Los Angeles,CA
28115,Anchor Pacifica Group,Los Angeles,CA
24736,Privately Owned and Managed,Los Angeles,CA
28081,Moss & Company,Los Angeles,CA
24736,Privately Owned and Managed,Los Angeles,CA
24736,Privately Owned and Managed,Los Angeles,CA
24736,Privately Owned and Managed,Los Angeles,CA
28081,Moss & Company,Los Angeles,CA
28119,PMA - Property Management Associates,Los Angeles,CA
28159,Carlo Inc.,Los Angeles,CA
24736,Privately Owned and Managed,Los Angeles,CA
24736,Privately Owned and Managed,Los Angeles,CA
26964,Anza Management Company,Los Angeles,CA
28081,Moss & Company,Los Angeles,CA
25105,Pinnacle,Los Angeles,CA
28079,Greystone Management Group,Los Angeles,CA
24736,Privately Owned and Managed,Los Angeles,CA
24736,Privately Owned and Managed,Los Angeles,CA
28095,StarPoint Property Management,Los Angeles,CA
28227,Pacific Apartments Corp.,Los Angeles,CA
26964,Anza Management Company,Los Angeles,CA
26964,Anza Management Company,Los Angeles,CA
24736,Privately Owned and Managed,Los Angeles,CA
24736,Privately Owned and Managed,Los Angeles,CA
24736,Privately Owned and Managed,Los Angeles,CA
24715,Berkeley Property Management,Los Angeles,CA
24736,Privately Owned and Managed,Los Angeles,CA
24736,Privately Owned and Managed,Los Angeles,CA
28079,Greystone Management Group,Los Angeles,CA
28207,Coastline Real Estate Advisors,Los Angeles,CA
24736,Privately Owned and Managed,Los Angeles,CA
27346,Retirement Housing Foundation (RHF),Los Angeles,CA
24736,Privately Owned and Managed,Los Angeles,CA
28229,Ferguson & Brewer Investment Company,Los Angeles,CA
25707,Steadfast Companies,Los Angeles,CA
26831,FPI Management,Los Angeles,CA
24736,Privately Owned and Managed,Los Angeles,CA
28118,Allen Properties,Los Angeles,CA
28427,Mark Andersen & Associates,Los Angeles,CA
24736,Privately Owned and Managed,Los Angeles,CA
26831,FPI Management,Los Angeles,CA
24736,Privately Owned and Managed,Los Angeles,CA
28206,The Management Works,Los Angeles,CA
24736,Privately Owned and Managed,Los Angeles,CA
28086,The Remm Group,Los Angeles,CA
25089,Lincoln Property Company,Los Angeles,CA
24934,ConAm Management Corp,Los Angeles,CA
24736,Privately Owned and Managed,Los Angeles,CA
26703,Legacy Partners,Los Angeles,CA
24300,Fairmont Management,Los Angeles,CA
24736,Privately Owned and Managed,Los Angeles,CA
28750,Mpms Inc.,Los Angeles,CA
28118,Allen Properties,Los Angeles,CA
28102,Jones & Jones Management Group,Los Angeles,CA
28092,Decron Properties Corp.,Los Angeles,CA
28122,Wilshire Skyline,Los Angeles,CA
28136,Beverly Hills Properties,Los Angeles,CA
27969,E & S Ring Management Corporation,Los Angeles,CA
24736,Privately Owned and Managed,Los Angeles,CA
24736,Privately Owned and Managed,Los Angeles,CA
24736,Privately Owned and Managed,Los Angeles,CA
28092,Decron Properties Corp.,Los Angeles,CA
24736,Privately Owned and Managed,Los Angeles,CA
28108,Main Street Management,Los Angeles,CA
28444,VPM Management Inc.,Los Angeles,CA
26964,Anza Management Company,Los Angeles,CA
28175,LINC Housing Corporation,Los Angeles,CA
28108,Main Street Management,Los Angeles,CA
28180,Korda Group  (AKA RPK Development),Los Angeles,CA
24736,Privately Owned and Managed,Los Angeles,CA
28354,Trilar Management Group,Los Angeles,CA
24736,Privately Owned and Managed,Los Angeles,CA
24736,Privately Owned and Managed,Los Angeles,CA
24736,Privately Owned and Managed,Los Angeles,CA
26831,FPI Management,Los Angeles,CA
24736,Privately Owned and Managed,Los Angeles,CA
24736,Privately Owned and Managed,Los Angeles,CA
28111,Hunt Enterprises,Los Angeles,CA
24736,Privately Owned and Managed,Los Angeles,CA
24736,Privately Owned and Managed,Los Angeles,CA
26637,NPS Realty and Management Group,Los Angeles,CA
24736,Privately Owned and Managed,Los Angeles,CA
24984,Alliance Residential,Los Angeles,CA
24164,AMLI Residential,Los Angeles,CA
26115,Avalon Bay (Avalon Communities),Los Angeles,CA
27918,Essex Property Trust AKA Essex Apartment Homes,Los Angeles,CA
24486,Equity Residential,Los Angeles,CA
25105,Pinnacle,Los Angeles,CA
24482,Fairfield Residential LLC,Los Angeles,CA
26115,Avalon Bay (Avalon Communities),Los Angeles,CA
26115,Avalon Bay (Avalon Communities),Los Angeles,CA
28102,Jones & Jones Management Group,Los Angeles,CA
24136,Greystar,Los Angeles,CA
27918,Essex Property Trust AKA Essex Apartment Homes,Los Angeles,CA
28094,GHP Management Corp,Los Angeles,CA
26791,Sares-Regis Group,Los Angeles,CA
26691,Investors Capital Group- ICG (Avenue 5 Residential),Los Angeles,CA
24984,Alliance Residential,Los Angeles,CA
24136,Greystar,Los Angeles,CA
28102,Jones & Jones Management Group,Los Angeles,CA
26703,Legacy Partners,Los Angeles,CA
24486,Equity Residential,Los Angeles,CA
26831,FPI Management,Los Angeles,CA
28119,PMA - Property Management Associates,Los Angeles,CA
28204,Yale Management Services,Los Angeles,CA
24136,Greystar,Los Angeles,CA
24736,Privately Owned and Managed,Los Angeles,CA
24736,Privately Owned and Managed,Los Angeles,CA
25105,Pinnacle,Los Angeles,CA
24736,Privately Owned and Managed,Los Angeles,CA
26611,Holland Residential (aka Holland Partner Group),Los Angeles,CA
24136,Greystar,Los Angeles,CA
24136,Greystar,Los Angeles,CA
27520,Sierra Realty & Management,Los Angeles,CA
24136,Greystar,Los Angeles,CA
28275,A Community of Friends,Los Angeles,CA
26115,Avalon Bay (Avalon Communities),Los Angeles,CA
24984,Alliance Residential,Los Angeles,CA
26703,Legacy Partners,Los Angeles,CA
24984,Alliance Residential,Inland Empire,CA
28129,Irvine Company Apartment Communities,Los Angeles,CA
25089,Lincoln Property Company,Los Angeles,CA
28203,Human Good,Los Angeles,CA
25569,Leisure Care Management,Los Angeles,CA
26247,Atria Senior Living,Los Angeles,CA
24736,Privately Owned and Managed,Los Angeles,CA
28088,Advanced Management Company,Los Angeles,CA
28088,Advanced Management Company,Los Angeles,CA
27352,R. W. Selby,Los Angeles,CA
24984,Alliance Residential,Los Angeles,CA
24984,Alliance Residential,Los Angeles,CA
24736,Privately Owned and Managed,Los Angeles,CA
24736,Privately Owned and Managed,Los Angeles,CA
24136,Greystar,Los Angeles,CA
28115,Anchor Pacifica Group,Los Angeles,CA
28115,Anchor Pacifica Group,Los Angeles,CA
26115,Avalon Bay (Avalon Communities),Los Angeles,CA
28136,Beverly Hills Properties,Los Angeles,CA
28136,Beverly Hills Properties,Los Angeles,CA
27879,Onni Group,Los Angeles,CA
28159,Carlo Inc.,Los Angeles,CA
26831,FPI Management,Los Angeles,CA
24934,ConAm Management Corp,Los Angeles,CA
24736,Privately Owned and Managed,Los Angeles,CA
24736,Privately Owned and Managed,Los Angeles,CA
28092,Decron Properties Corp.,Los Angeles,CA
28092,Decron Properties Corp.,Los Angeles,CA
27969,E & S Ring Management Corporation,Los Angeles,CA
24486,Equity Residential,Los Angeles,CA
28167,Far West Management Corporation,Los Angeles,CA
25105,Pinnacle,Los Angeles,CA
28094,GHP Management Corp,Los Angeles,CA
28094,GHP Management Corp,Los Angeles,CA
28094,GHP Management Corp,Los Angeles,CA
28094,GHP Management Corp,Los Angeles,CA
24136,Greystar,Los Angeles,CA
24136,Greystar,Los Angeles,CA
24136,Greystar,Los Angeles,CA
24136,Greystar,Los Angeles,CA
26762,Griffis Residential,Los Angeles,CA
29097,HFH Ltd.,Los Angeles,CA
24736,Privately Owned and Managed,Los Angeles,CA
24736,Privately Owned and Managed,Los Angeles,CA
24736,Privately Owned and Managed,Los Angeles,CA
28309,Jamison Properties,Los Angeles,CA
28102,Jones & Jones Management Group,Los Angeles,CA
28310,Kenneth Management,Los Angeles,CA
27401,SYNC Residential AKA Elysian Living AKA Sun Holdings Group,Los Angeles,CA
28237,Seligman Group (aka SWEL Group ),Los Angeles,CA
28100,Goldrich & Kest Inc.,Los Angeles,CA
24736,Privately Owned and Managed,Los Angeles,CA
25133,McCormack Baron Salazar Management,Los Angeles,CA
24136,Greystar,Los Angeles,CA
28081,Moss & Company,Los Angeles,CA
28081,Moss & Company,Los Angeles,CA
28140,NMS Properties,Los Angeles,CA
28140,NMS Properties,Los Angeles,CA
28140,NMS Properties,Los Angeles,CA
24736,Privately Owned and Managed,Los Angeles,CA
24736,Privately Owned and Managed,Los Angeles,CA
24736,Privately Owned and Managed,Los Angeles,CA
28147,Polaris Property Management aka MWest Holdings LLC,Los Angeles,CA
28147,Polaris Property Management aka MWest Holdings LLC,Los Angeles,CA
27352,R. W. Selby,Los Angeles,CA
27352,R. W. Selby,Los Angeles,CA
24736,Privately Owned and Managed,Los Angeles,CA
24955,RCMI Group,Los Angeles,CA
28237,Seligman Group (aka SWEL Group ),Los Angeles,CA
26800,Shea Apartment Living,Los Angeles,CA
28234,Statewide Enterprises,Los Angeles,CA
28234,Statewide Enterprises,Los Angeles,CA
26084,Upside Management,Los Angeles,CA
24430,Virtu Investments (Virtu Property Management),Los Angeles,CA
28100,Goldrich & Kest Inc.,Los Angeles,CA
24754,Brookdale Senior Living,Los Angeles,CA
24736,Privately Owned and Managed,Los Angeles,CA
28129,Irvine Company Apartment Communities,Los Angeles,CA
24736,Privately Owned and Managed,Los Angeles,CA
24984,Alliance Residential,Los Angeles,CA
24984,Alliance Residential,Los Angeles,CA
24619,American Campus Communities,Los Angeles,CA
26964,Anza Management Company,Los Angeles,CA
26964,Anza Management Company,Los Angeles,CA
28312,API Real Estate Investments,Los Angeles,CA
25406,Winn Companies,Los Angeles,CA
28266,Ben Leeds Properties,Los Angeles,CA
28112,Berglas & Garfield,Los Angeles,CA
27918,Essex Property Trust AKA Essex Apartment Homes,Los Angeles,CA
28081,Moss & Company,Los Angeles,CA
28314,Carnegie Hill Properties,Los Angeles,CA
28177,The John Stewart Company,Los Angeles,CA
28315,Cohen Goldstein Investment Strategies (aka CGI),Los Angeles,CA
24736,Privately Owned and Managed,Los Angeles,CA
28316,DTLA Management,Los Angeles,CA
28214,Pellegrino apartments,Los Angeles,CA
24486,Equity Residential,Los Angeles,CA
24486,Equity Residential,Los Angeles,CA
24486,Equity Residential,Los Angeles,CA
27918,Essex Property Trust AKA Essex Apartment Homes,Los Angeles,CA
28246,The Roberts Company,Los Angeles,CA
27918,Essex Property Trust AKA Essex Apartment Homes,Los Angeles,CA
27918,Essex Property Trust AKA Essex Apartment Homes,Los Angeles,CA
27918,Essex Property Trust AKA Essex Apartment Homes,Los Angeles,CA
24482,Fairfield Residential LLC,Los Angeles,CA
26831,FPI Management,Los Angeles,CA
28317,Fred Leeds Properties,Los Angeles,CA
28100,Goldrich & Kest Inc.,Los Angeles,CA
28100,Goldrich & Kest Inc.,Los Angeles,CA
28100,Goldrich & Kest Inc.,Los Angeles,CA
24136,Greystar,Los Angeles,CA
24136,Greystar,Los Angeles,CA
24136,Greystar,Los Angeles,CA
24136,Greystar,Los Angeles,CA
28219,Harrison Properties,Los Angeles,CA
27918,Essex Property Trust AKA Essex Apartment Homes,Los Angeles,CA
24179,IMT Residential,Los Angeles,CA
26658,JK Residential,Los Angeles,CA
28309,Jamison Properties,Los Angeles,CA
28143,Mabry Management Company Inc.,Los Angeles,CA
28208,EMC Properties (aka Equity Management Company),Los Angeles,CA
24839,Affordable Housing Management,Los Angeles,CA
26937,Cannon Management,Los Angeles,CA
24136,Greystar,Los Angeles,CA
28081,Moss & Company,Los Angeles,CA
28154,The Jacobson Company,Los Angeles,CA
28227,Pacific Apartments Corp.,Los Angeles,CA
27918,Essex Property Trust AKA Essex Apartment Homes,Los Angeles,CA
24736,Privately Owned and Managed,Los Angeles,CA
25526,Peak Campus Companies,Los Angeles,CA
25105,Pinnacle,Los Angeles,CA
28081,Moss & Company,Los Angeles,CA
24736,Privately Owned and Managed,Los Angeles,CA
28318,EGL Property Management,Los Angeles,CA
27520,Sierra Realty & Management,Los Angeles,CA
27352,R. W. Selby,Los Angeles,CA
28264,Redwood Urban,Los Angeles,CA
28180,Korda Group  (AKA RPK Development),Los Angeles,CA
28202,Solari Enterprises Inc.,Los Angeles,CA
28234,Statewide Enterprises,Los Angeles,CA
28259,The Beaumont Company,Los Angeles,CA
24795,The Michaels Organization (aka- Interstate Realty),Los Angeles,CA
24736,Privately Owned and Managed,Los Angeles,CA
25815,The Related Companies (aka Simply Better Management),Los Angeles,CA
28307,Capital Realty Advisors,Los Angeles,CA
24736,Privately Owned and Managed,Los Angeles,CA
28158,WSH Management,Los Angeles,CA
28204,Yale Management Services,Los Angeles,CA
28221,Iconic Real Estate,Los Angeles,CA
24736,Privately Owned and Managed,Los Angeles,CA
25133,McCormack Baron Salazar Management,Los Angeles,CA
26201,Mill Creek Residential Trust,Los Angeles,CA
28081,Moss & Company,Los Angeles,CA
28119,PMA - Property Management Associates,Los Angeles,CA
28704,TELACU,Los Angeles,CA
28278,Wiseman Residential,Los Angeles,CA
24894,JRK Property Holdings (JRK Residential),Los Angeles,CA
24136,Greystar,Los Angeles,CA
24136,Greystar,Los Angeles,CA
28122,Wilshire Skyline,Los Angeles,CA
24136,Greystar,Los Angeles,CA
28459,EAH Housing,San Francisco,CA
28686,Maximus Real Estate Partners,San Francisco,CA
24736,Privately Owned and Managed,San Francisco,CA
28406,Woodmont Real Estate Services,San Francisco,CA
28880,DM Jacobson & Sons,San Francisco,CA
28686,Maximus Real Estate Partners,San Francisco,CA
27918,Essex Property Trust AKA Essex Apartment Homes,San Francisco,CA
24136,Greystar,San Francisco,CA
28203,Human Good,San Francisco,CA
28459,EAH Housing,San Francisco,CA
26691,Investors Capital Group- ICG (Avenue 5 Residential),San Francisco,CA
27768,BACO Realty,San Francisco,CA
28898,Stanford Investment Group Inc,San Francisco,CA
28734,Professional Financial Investors Inc. (AKA Rentpfi),San Francisco,CA
28178,Bridge Housing,San Francisco,CA
24832,AMC (Apartment Management Consultants),San Francisco,CA
24073,United Dominion Realty (UDR),San Francisco,CA
28178,Bridge Housing,San Francisco,CA
28177,The John Stewart Company,San Francisco,CA
28105,Davlyn Investments Property Management,San Francisco,CA
26115,Avalon Bay (Avalon Communities),San Francisco,CA
27918,Essex Property Trust AKA Essex Apartment Homes,San Francisco,CA
28444,VPM Management Inc.,San Francisco,CA
27016,Gordon Companies,San Francisco,CA
28661,Blackpoint Management,San Francisco,CA
28734,Professional Financial Investors Inc. (AKA Rentpfi),San Francisco,CA
24482,Fairfield Residential LLC,San Francisco,CA
24736,Privately Owned and Managed,San Francisco,CA
26253,Landmark Realty,San Francisco,CA
24146,Bell Partners (aka Bell Apartment Living),San Francisco,CA
28661,Blackpoint Management,San Francisco,CA
28595,DKD Property Management,San Francisco,CA
27918,Essex Property Trust AKA Essex Apartment Homes,San Francisco,CA
28686,Maximus Real Estate Partners,San Francisco,CA
25052,AIMCO,San Francisco,CA
28602,Aeris Property Management,San Francisco,CA
24736,Privately Owned and Managed,San Francisco,CA
28459,EAH Housing,San Francisco,CA
24736,Privately Owned and Managed,San Francisco,CA
28194,Eden Housing,San Francisco,CA
28661,Blackpoint Management,San Francisco,CA
28459,EAH Housing,San Francisco,CA
28660,Keegan and Coppin Company  Inc,San Francisco,CA
28661,Blackpoint Management,San Francisco,CA
24934,ConAm Management Corp,San Francisco,CA
26831,FPI Management,San Francisco,CA
24934,ConAm Management Corp,San Francisco,CA
24736,Privately Owned and Managed,San Francisco,CA
27768,BACO Realty,San Francisco,CA
26703,Legacy Partners,San Francisco,CA
28177,The John Stewart Company,San Francisco,CA
24736,Privately Owned and Managed,San Francisco,CA
24736,Privately Owned and Managed,San Francisco,CA
24486,Equity Residential,San Francisco,CA
28617,Rutherford Investments,San Francisco,CA
24136,Greystar,San Francisco,CA
28685,PFI Incorporated (PFI Properties),San Francisco,CA
24146,Bell Partners (aka Bell Apartment Living),San Francisco,CA
28734,Professional Financial Investors Inc. (AKA Rentpfi),San Francisco,CA
24136,Greystar,San Francisco,CA
28460,Cambridge Management Company,San Francisco,CA
28623,Christian Church Homes,San Francisco,CA
28662,Napa Valley Community Housing (NVCH),San Francisco,CA
26606,PRIME Residential,San Francisco,CA
24736,Privately Owned and Managed,San Francisco,CA
24832,AMC (Apartment Management Consultants),San Francisco,CA
27988,Tecton Corporation,San Francisco,CA
26791,Sares-Regis Group,San Francisco,CA
27944,First Pointe Management Group (aka The Ezralow Company),San Francisco,CA
26615,MG Properties Group,San Francisco,CA
28662,Napa Valley Community Housing (NVCH),San Francisco,CA
28662,Napa Valley Community Housing (NVCH),San Francisco,CA
24736,Privately Owned and Managed,San Francisco,CA
28595,DKD Property Management,San Francisco,CA
26831,FPI Management,San Francisco,CA
28562,Reliant Property Management aka The Reliant Group,San Francisco,CA
28177,The John Stewart Company,San Francisco,CA
28628,Montgomery Capital Management,San Francisco,CA
28609,MidPen Housing,San Francisco,CA
28406,Woodmont Real Estate Services,San Francisco,CA
26625,Security Properties Residential (aka Madrona Ridge),San Francisco,CA
28196,Anton Residential aka Anton Development,San Francisco,CA
26831,FPI Management,San Francisco,CA
28459,EAH Housing,San Francisco,CA
26831,FPI Management,San Francisco,CA
25258,Holiday Retirement,San Francisco,CA
28562,Reliant Property Management aka The Reliant Group,San Francisco,CA
28595,DKD Property Management,San Francisco,CA
28077,Arnel Management Company,Orange County,CA
25153,Campus Advantage,Orange County,CA
28444,VPM Management Inc.,Orange County,CA
28100,Goldrich & Kest Inc.,Orange County,CA
28088,Advanced Management Company,Orange County,CA
24736,Privately Owned and Managed,Orange County,CA
27918,Essex Property Trust AKA Essex Apartment Homes,Los Angeles,CA
28347,Braemar Management,Los Angeles,CA
24736,Privately Owned and Managed,Orange County,CA
28165,Schroeder Management Company  Inc,Orange County,CA
24736,Privately Owned and Managed,Orange County,CA
28074,Nath Property Solutions,Orange County,CA
28182,L Abri Management  Inc.,Los Angeles,CA
27305,Western National Property Management AKA Western National Group,Orange County,CA
26462,Sunrise Management,Orange County,CA
28349,Mesa Management Inc.,Orange County,CA
24736,Privately Owned and Managed,Orange County,CA
28089,USA Multifamily Management AKA USA Properties Fund,Orange County,CA
24736,Privately Owned and Managed,Orange County,CA
28085,Satellite Management Company,Orange County,CA
28444,VPM Management Inc.,Los Angeles,CA
24736,Privately Owned and Managed,Orange County,CA
24736,Privately Owned and Managed,Orange County,CA
28088,Advanced Management Company,Orange County,CA
27909,Bowen Property Management (BPM Management),Orange County,CA
24736,Privately Owned and Managed,Orange County,CA
28085,Satellite Management Company,Orange County,CA
28077,Arnel Management Company,Orange County,CA
27305,Western National Property Management AKA Western National Group,Orange County,CA
24736,Privately Owned and Managed,Orange County,CA
24736,Privately Owned and Managed,Orange County,CA
28077,Arnel Management Company,Orange County,CA
24736,Privately Owned and Managed,Orange County,CA
27305,Western National Property Management AKA Western National Group,Orange County,CA
28645,Brookfield Properties FKA Forest City Residential,Orange County,CA
27305,Western National Property Management AKA Western National Group,Orange County,CA
26791,Sares-Regis Group,Orange County,CA
27305,Western National Property Management AKA Western National Group,Orange County,CA
28156,Preservation Partners Management Group,Orange County,CA
27305,Western National Property Management AKA Western National Group,Orange County,CA
24736,Privately Owned and Managed,Orange County,CA
27305,Western National Property Management AKA Western National Group,Orange County,CA
24736,Privately Owned and Managed,Orange County,CA
24736,Privately Owned and Managed,Orange County,CA
28426,Pan American Properties Inc.,Orange County,CA
28100,Goldrich & Kest Inc.,Orange County,CA
25707,Steadfast Companies,Orange County,CA
28312,API Real Estate Investments,Orange County,CA
28242,LOMCO,Orange County,CA
24736,Privately Owned and Managed,Orange County,CA
24736,Privately Owned and Managed,Orange County,CA
28242,LOMCO,Orange County,CA
28158,WSH Management,Orange County,CA
27305,Western National Property Management AKA Western National Group,Orange County,CA
24736,Privately Owned and Managed,Orange County,CA
24736,Privately Owned and Managed,Orange County,CA
28341,TN Investments Group,Orange County,CA
27305,Western National Property Management AKA Western National Group,Orange County,CA
28440,Shepherd Properties,Orange County,CA
27305,Western National Property Management AKA Western National Group,Orange County,CA
24736,Privately Owned and Managed,Orange County,CA
25654,Beach Front Property Management (BFP Management),Orange County,CA
24736,Privately Owned and Managed,Orange County,CA
27305,Western National Property Management AKA Western National Group,Orange County,CA
28074,Nath Property Solutions,Orange County,CA
24736,Privately Owned and Managed,Orange County,CA
28086,The Remm Group,Orange County,CA
24736,Privately Owned and Managed,Orange County,CA
28182,L Abri Management  Inc.,Orange County,CA
24736,Privately Owned and Managed,Orange County,CA
28088,Advanced Management Company,Orange County,CA
24888,Sunridge Management,Orange County,CA
26362,FDC Management,Orange County,CA
28081,Moss & Company,Orange County,CA
24736,Privately Owned and Managed,Orange County,CA
28242,LOMCO,Orange County,CA
24736,Privately Owned and Managed,Orange County,CA
28129,Irvine Company Apartment Communities,Orange County,CA
24136,Greystar,Orange County,CA
24073,United Dominion Realty (UDR),Orange County,CA
26668,Certe Group,Orange County,CA
24309,Windsor Communities (GID Companies),Orange County,CA
28115,Anchor Pacifica Group,Orange County,CA
28097,Mariman and Company,Orange County,CA
28167,Far West Management Corporation,Orange County,CA
24736,Privately Owned and Managed,Orange County,CA
28088,Advanced Management Company,Orange County,CA
24073,United Dominion Realty (UDR),Orange County,CA
24736,Privately Owned and Managed,Orange County,CA
27305,Western National Property Management AKA Western National Group,Orange County,CA
25105,Pinnacle,Orange County,CA
28082,Greenwood & McKenzie Real Estate Investments,Orange County,CA
